time_tag,sxr_a,sxr_b,source
2022-03-28 13:20:00+00:00,5.566243019523841e-06,6.957800784082711e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:21:00+00:00,5.218548863714649e-06,6.523184335403883e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:22:00+00:00,4.885954496453828e-06,6.10744211893485e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:23:00+00:00,4.569484513917091e-06,5.7118550761247296e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:24:00+00:00,4.269894960149413e-06,5.337368385009137e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:25:00+00:00,3.987686500645176e-06,4.984607953103379e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:26:00+00:00,3.723121114149001e-06,4.653901299519922e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:27:00+00:00,3.476241597190544e-06,4.345301947007916e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:28:00+00:00,3.2468931715130094e-06,4.0586164385199064e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:29:00+00:00,3.0347465015012685e-06,3.793433113559153e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:30:00+00:00,2.839321464276169e-06,3.549151823596265e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:31:00+00:00,2.6600110662073575e-06,3.325013829392023e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:32:00+00:00,2.4961049628756895e-06,3.120131201940711e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:33:00+00:00,2.3468121115707025e-06,2.933515138663604e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:34:00+00:00,2.2112821628809937e-06,2.7641027032204927e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:35:00+00:00,2.088625277655608e-06,2.6107815968910562e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:36:00+00:00,1.9779301347051308e-06,2.4724126682990706e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:37:00+00:00,1.8782799705671452e-06,2.3478499631715254e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:38:00+00:00,1.7887665634043272e-06,2.2359582042386802e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:39:00+00:00,1.7085021370127185e-06,2.1356276712585324e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:40:00+00:00,1.636629216831871e-06,2.045786521036646e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:41:00+00:00,1.572328517052589e-06,1.965410646314374e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:42:00+00:00,1.514824976109764e-06,1.8935312201366326e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:43:00+00:00,1.4633920870921583e-06,1.8292401088649612e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:44:00+00:00,1.4173546902743492e-06,1.77169336284284e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:45:00+00:00,1.3760904077054549e-06,1.72011300963178e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:46:00+00:00,1.3390299053904305e-06,1.673787381738023e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:47:00+00:00,1.3056561680152996e-06,1.6320702100191187e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:48:00+00:00,1.275502965410987e-06,1.594378706763731e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:49:00+00:00,1.2481526800539452e-06,1.5601908500674306e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:50:00+00:00,1.2232336518740236e-06,1.5290420648425293e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:51:00+00:00,1.200417181430107e-06,1.5005214767876336e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:52:00+00:00,1.1794143159849081e-06,1.4742678949811351e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:53:00+00:00,1.1599725259201332e-06,1.4499656574001664e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:54:00+00:00,1.1418723619246682e-06,1.4273404524058352e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:55:00+00:00,1.124924166984513e-06,1.4061552087306411e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:56:00+00:00,1.1089649018089412e-06,1.3862061272611764e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:57:00+00:00,1.0938551282364176e-06,1.367318910295522e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:58:00+00:00,1.0794761825679784e-06,1.349345228209973e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:59:00+00:00,1.0657275597775292e-06,1.3321594497219114e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:00:00+00:00,1.052524520174369e-06,1.3156556502179614e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:01:00+00:00,1.039795922308e-06,1.299744902885e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:02:00+00:00,1.0274822796257328e-06,1.284352849532166e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:03:00+00:00,1.0155340335016533e-06,1.2694175418770666e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:04:00+00:00,1.0039100316098363e-06,1.2548875395122953e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:05:00+00:00,9.925761980611216e-07,1.240720247576402e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:06:00+00:00,9.81504380102767e-07,1.2268804751284588e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:07:00+00:00,9.706713553379806e-07,1.2133391941724756e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:08:00+00:00,9.600579832098137e-07,1.2000724790122671e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:09:00+00:00,9.496484847749029e-07,1.1870606059686286e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:10:00+00:00,9.394298354451274e-07,1.1742872943064092e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:11:00+00:00,9.293912562928903e-07,1.161739070366113e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:12:00+00:00,9.195237906078617e-07,1.1494047382598271e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:13:00+00:00,9.098199535845976e-07,1.137274941980747e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:14:00+00:00,9.002734442510849e-07,1.1253418053138562e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:15:00+00:00,8.908789099708884e-07,1.1135986374636104e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:16:00+00:00,8.816317550310198e-07,1.1020396937887747e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:17:00+00:00,8.725279859388922e-07,1.0906599824236152e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:18:00+00:00,8.635640870783946e-07,1.0794551088479933e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:19:00+00:00,8.547369213078305e-07,1.068421151634788e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:20:00+00:00,8.460436509173934e-07,1.0575545636467418e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:21:00+00:00,8.374816751014789e-07,1.0468520938768487e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:22:00+00:00,8.290485807450275e-07,1.0363107259312843e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:23:00+00:00,8.20742103879027e-07,1.0259276298487837e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:24:00+00:00,8.125600996354119e-07,1.0157001245442649e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:25:00+00:00,8.045005189337785e-07,1.0056256486672231e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:26:00+00:00,7.965613904697017e-07,9.957017380871271e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:27:00+00:00,7.88740806855062e-07,9.859260085688275e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:28:00+00:00,7.810369139922724e-07,9.762961424903405e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:29:00+00:00,7.734479029537811e-07,9.668098786922264e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:30:00+00:00,7.659720037921578e-07,9.574650047401973e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:31:00+00:00,7.586074808302121e-07,9.482593510377651e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:32:00+00:00,7.513526290800117e-07,9.391907863500147e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:33:00+00:00,7.442057715187282e-07,9.302572143984103e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:34:00+00:00,7.371652570117191e-07,9.214565712646489e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:35:00+00:00,7.302294587222759e-07,9.12786823402845e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:36:00+00:00,7.2339677288572e-07,9.0424596610715e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:37:00+00:00,7.166656178551636e-07,8.958320223189544e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:38:00+00:00,7.10034433349091e-07,8.875430416863638e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:39:00+00:00,7.035016798484048e-07,8.79377099810506e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:40:00+00:00,6.970658381038839e-07,8.713322976298547e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:41:00+00:00,6.907254087250878e-07,8.634067609063597e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:42:00+00:00,6.84478911829313e-07,8.555986397866413e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:43:00+00:00,6.783248867348836e-07,8.479061084186044e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:44:00+00:00,6.722618916872815e-07,8.403273646091019e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:45:00+00:00,6.662885036097481e-07,8.32860629512185e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:46:00+00:00,6.604033178722784e-07,8.255041473403479e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:47:00+00:00,6.546049480746282e-07,8.182561850932851e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:48:00+00:00,6.488920258401667e-07,8.111150323002084e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:49:00+00:00,6.432632006183037e-07,8.040790007728796e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:50:00+00:00,6.377171394938574e-07,7.971464243673218e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:51:00+00:00,6.322525270021909e-07,7.903156587527386e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:52:00+00:00,6.268680649492666e-07,7.835850811865832e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:53:00+00:00,6.215624722360103e-07,7.769530902950128e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:54:00+00:00,6.163344846865312e-07,7.70418105858164e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:55:00+00:00,6.111828548798673e-07,7.63978568599834e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:56:00+00:00,6.061063519850003e-07,7.576329399812504e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:57:00+00:00,6.011037615989491e-07,7.513797019986863e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:58:00+00:00,5.961738855877781e-07,7.452173569847227e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 14:59:00+00:00,5.913155419303988e-07,7.391444274129984e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:00:00+00:00,5.865275645650479e-07,7.331594557063099e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:01:00+00:00,5.81808803238349e-07,7.272610040479363e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:02:00+00:00,5.771581233568671e-07,7.214476541960839e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:03:00+00:00,5.725744058410762e-07,7.1571800730134525e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:04:00+00:00,5.680565469816622e-07,7.100706837270777e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:05:00+00:00,5.63603458298086e-07,7.045043228726074e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:06:00+00:00,5.592140663993396e-07,6.990175829991745e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:07:00+00:00,5.548873128468212e-07,6.936091410585265e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:08:00+00:00,5.50622154019264e-07,6.8827769252408e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:09:00+00:00,5.464175609796529e-07,6.8302195122456615e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:10:00+00:00,5.422725193440612e-07,6.778406491800766e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:11:00+00:00,5.38186029152346e-07,6.727325364404325e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:12:00+00:00,5.341571047406362e-07,6.676963809257952e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:13:00+00:00,5.301847746155531e-07,6.627309682694414e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:14:00+00:00,5.262680813300998e-07,6.578351016626248e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:15:00+00:00,5.224060813611611e-07,6.530076017014513e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:16:00+00:00,5.185978449885519e-07,6.482473062356899e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:17:00+00:00,5.148424561755579e-07,6.435530702194474e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:18:00+00:00,5.111390124509076e-07,6.389237655636345e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:19:00+00:00,5.074866247921215e-07,6.343582809901519e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:20:00+00:00,5.038844175101805e-07,6.298555218877257e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:21:00+00:00,5.003315281354596e-07,6.254144101693245e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:22:00+00:00,4.968271073048712e-07,6.21033884131089e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:23:00+00:00,4.933703186501656e-07,6.16712898312707e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:24:00+00:00,4.899603386873377e-07,6.12450423359172e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:25:00+00:00,4.865963567070847e-07,6.082454458838559e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:26:00+00:00,4.832775746662685e-07,6.040969683328355e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:27:00+00:00,4.800032070803299e-07,6.000040088504124e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:28:00+00:00,4.7677248091660913e-07,5.959656011457614e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:29:00+00:00,4.735846354885221e-07,5.919807943606526e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:30:00+00:00,4.704389223505471e-07,5.880486529381839e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:31:00+00:00,4.673346051939777e-07,5.841682564924721e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:32:00+00:00,4.6427095974339434e-07,5.803386996792429e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:33:00+00:00,4.612472736538133e-07,5.765590920672666e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:34:00+00:00,4.582628464084682e-07,5.7282855801058525e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:35:00+00:00,4.553169892171854e-07,5.691462365214817e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:36:00+00:00,4.5240902491530864e-07,5.655112811441358e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:37:00+00:00,4.495382878631371e-07,5.619228598289214e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:38:00+00:00,4.467041238458351e-07,5.583801548072939e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:39:00+00:00,4.439058899737773e-07,5.548823624672217e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:40:00+00:00,4.411429545832928e-07,5.5142869322911594e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:41:00+00:00,4.3841469713777146e-07,5.480183714222143e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:42:00+00:00,4.3572050812909854e-07,5.446506351613731e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:43:00+00:00,4.3305978897938345e-07,5.413247362242293e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:44:00+00:00,4.304319519429509e-07,5.380399399286886e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:45:00+00:00,4.2783642000856116e-07,5.3479552501070145e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:46:00+00:00,4.2527262680183076e-07,5.315907835022884e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:47:00+00:00,4.227400164878216e-07,5.28425020609777e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:48:00+00:00,4.20238043673773e-07,5.252975545922162e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:49:00+00:00,4.177661733119452e-07,5.222077166399315e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:50:00+00:00,4.1532388060255175e-07,5.191548507531897e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:51:00+00:00,4.129106508967516e-07,5.161383136209395e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:52:00+00:00,4.1052597959967877e-07,5.1315747449959845e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:53:00+00:00,4.0816937207348464e-07,5.102117150918558e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:54:00+00:00,4.0584034354037125e-07,5.07300429425464e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:55:00+00:00,4.035384189855929e-07,5.044230237319911e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:56:00+00:00,4.012631330604066e-07,5.015789163255082e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:57:00+00:00,3.9901402998495016e-07,4.987675374811877e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:58:00+00:00,3.96790663451032e-07,4.9598832931378995e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 15:59:00+00:00,3.9459259652481154e-07,4.932407456560144e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 16:00:00+00:00,3.924194015493564e-07,4.905242519366955e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
